"id","user_id","product_id","purchased_at","returned_at","created_at","updated_at","added_to_cart_at","_airbyte_extracted_at"
210,210,97,2021-07-08 20:55:05.000,,2000-09-10 20:55:05.730,2024-09-18 05:28:01.000,2016-01-14 20:55:05.000,2024-09-18 05:28:01.527
635,635,97,,,2002-01-22 12:38:37.983,2024-09-18 05:28:01.000,2008-04-10 12:38:37.000,2024-09-18 05:28:01.542
158,159,23,2007-08-11 21:28:07.000,,2001-03-29 21:28:07.117,2024-09-18 05:28:01.000,2002-01-26 21:28:07.000,2024-09-18 05:28:01.530
94,94,93,2018-05-22 12:24:54.000,,2009-08-23 12:24:54.958,2024-09-18 05:28:01.000,2016-07-30 12:24:54.000,2024-09-18 05:28:01.530
120,120,58,2023-08-24 11:20:03.000,,2001-06-30 11:20:03.721,2024-09-18 05:28:01.000,2017-11-01 11:20:03.000,2024-09-18 05:28:01.532
812,812,80,2022-08-26 21:26:51.000,,2012-11-24 21:26:51.170,2024-09-18 05:28:01.000,2020-08-12 21:26:51.000,2024-09-18 05:28:01.590
791,791,28,,,2008-04-29 15:01:35.158,2024-09-18 05:28:01.000,2014-01-05 15:01:35.000,2024-09-18 05:28:01.589
953,953,69,2020-01-19 21:16:11.000,,2005-04-24 21:16:11.041,2024-09-18 05:28:01.000,2006-11-23 21:16:11.000,2024-09-18 05:28:01.593
216,216,90,,,2005-03-05 00:09:37.948,2024-09-18 05:28:01.000,2012-02-13 00:09:37.000,2024-09-18 05:28:01.527
681,681,54,,,2012-04-27 10:45:27.883,2024-09-18 05:28:01.000,2013-08-02 10:45:27.000,2024-09-18 05:28:01.544
678,679,29,,,2008-02-04 03:25:56.143,2024-09-18 05:28:01.000,2014-01-14 03:25:56.000,2024-09-18 05:28:01.544
295,295,47,2018-12-23 16:55:11.000,,2006-02-12 16:55:11.470,2024-09-18 05:28:01.000,2006-07-21 16:55:11.000,2024-09-18 05:28:01.532
779,779,64,,,2010-05-20 08:42:41.324,2024-09-18 05:28:01.000,2011-10-25 08:42:41.000,2024-09-18 05:28:01.589
324,324,27,,,2004-05-16 21:20:18.035,2024-09-18 05:28:01.000,2009-09-15 21:20:18.000,2024-09-18 05:28:01.534
921,921,5,,,2010-12-17 23:44:53.879,2024-09-18 05:28:01.000,2024-05-27 23:44:53.000,2024-09-18 05:28:01.594
881,881,73,,,2010-05-08 11:59:36.485,2024-09-18 05:28:01.000,2022-10-18 11:59:36.000,2024-09-18 05:28:01.593
690,690,11,2015-12-07 17:20:31.000,,2005-04-11 17:20:31.283,2024-09-18 05:28:01.000,2013-02-27 17:20:31.000,2024-09-18 05:28:01.544
580,580,29,2023-07-15 22:33:04.000,,2006-06-29 22:33:04.146,2024-09-18 05:28:01.000,2023-04-21 22:33:04.000,2024-09-18 05:28:01.539
455,455,42,2019-07-23 01:52:01.000,2021-10-14 01:52:01.000,2006-01-25 01:52:01.498,2024-09-18 05:28:01.000,2014-08-12 01:52:01.000,2024-09-18 05:28:01.536
349,349,78,,,2003-06-04 02:12:13.339,2024-09-18 05:28:01.000,2023-03-05 02:12:13.000,2024-09-18 05:28:01.535
799,799,4,,,2000-03-01 15:34:22.343,2024-09-18 05:28:01.000,2008-04-14 15:34:22.000,2024-09-18 05:28:01.590
598,599,61,2017-01-10 12:57:28.000,,2006-04-05 12:57:28.154,2024-09-18 05:28:01.000,2009-10-03 12:57:28.000,2024-09-18 05:28:01.540
128,129,19,,,2000-05-16 06:46:55.434,2024-09-18 05:28:01.000,2021-06-19 06:46:55.000,2024-09-18 05:28:01.526
13,13,77,2022-09-03 01:03:47.000,,2006-02-02 01:03:47.176,2024-09-18 05:28:01.000,2012-07-20 01:03:47.000,2024-09-18 05:28:01.528
354,354,96,,,2002-09-14 01:14:26.249,2024-09-18 05:28:01.000,2020-12-05 01:14:26.000,2024-09-18 05:28:01.535
267,268,25,2015-04-13 13:45:48.000,,2000-03-02 13:45:48.939,2024-09-18 05:28:01.000,2009-08-19 13:45:48.000,2024-09-18 05:28:01.531
321,321,62,,,2013-10-22 07:17:03.516,2024-09-18 05:28:01.000,2015-12-23 07:17:03.000,2024-09-18 05:28:01.534
664,664,15,2019-02-24 15:06:20.000,,2010-03-09 15:06:20.478,2024-09-18 05:28:01.000,2012-05-31 15:06:20.000,2024-09-18 05:28:01.543
50,50,86,2020-02-15 20:53:57.000,,2011-05-30 20:53:57.433,2024-09-18 05:28:01.000,2015-09-12 20:53:57.000,2024-09-18 05:28:01.532
547,548,100,2011-10-25 10:42:40.000,2018-07-11 10:42:40.000,2004-12-25 10:42:40.733,2024-09-18 05:28:01.000,2006-06-21 10:42:40.000,2024-09-18 05:28:01.540
262,262,76,2024-08-21 05:04:13.000,,2003-03-21 05:04:13.524,2024-09-18 05:28:01.000,2023-07-06 05:04:13.000,2024-09-18 05:28:01.531
660,660,5,,,2007-02-20 11:56:47.146,2024-09-18 05:28:01.000,2021-08-12 11:56:47.000,2024-09-18 05:28:01.543
865,865,12,2024-07-09 21:36:16.000,,2011-06-25 21:36:16.128,2024-09-18 05:28:01.000,2018-03-22 21:36:16.000,2024-09-18 05:28:01.592
298,299,14,2012-02-13 15:35:30.000,2016-03-10 15:35:30.000,2002-04-02 15:35:30.066,2024-09-18 05:28:01.000,2006-01-08 15:35:30.000,2024-09-18 05:28:01.532
68,69,14,2020-05-08 11:26:10.000,,2012-05-01 11:26:10.981,2024-09-18 05:28:01.000,2017-12-03 11:26:10.000,2024-09-18 05:28:01.527
878,879,30,2024-01-10 02:43:55.000,,2002-08-18 02:43:55.332,2024-09-18 05:28:01.000,2012-03-02 02:43:55.000,2024-09-18 05:28:01.593
839,839,86,2024-09-18 20:17:02.000,,2003-09-17 20:17:02.151,2024-09-18 05:28:01.000,2024-09-16 20:17:02.000,2024-09-18 05:28:01.591
500,500,84,2022-09-17 19:51:32.000,,2007-02-04 19:51:32.794,2024-09-18 05:28:01.000,2021-12-24 19:51:32.000,2024-09-18 05:28:01.541
269,269,34,2017-11-19 21:06:52.000,2021-11-07 21:06:52.000,2004-03-17 21:06:52.756,2024-09-18 05:28:01.000,2016-06-01 21:06:52.000,2024-09-18 05:28:01.531
993,993,6,2018-09-18 08:41:06.000,,2006-05-03 08:41:06.302,2024-09-18 05:28:01.000,2017-04-27 08:41:06.000,2024-09-18 05:28:01.597
781,781,37,,,2017-08-26 21:04:30.435,2024-09-18 05:28:01.000,2019-12-24 21:04:30.000,2024-09-18 05:28:01.589
111,111,72,2024-09-15 07:55:23.000,,2009-09-05 07:55:23.475,2024-09-18 05:28:01.000,2024-08-31 07:55:23.000,2024-09-18 05:28:01.532
534,534,85,,,2002-07-06 02:28:24.550,2024-09-18 05:28:01.000,2009-04-21 02:28:24.000,2024-09-18 05:28:01.538
914,914,77,,,2004-05-06 00:23:43.838,2024-09-18 05:28:01.000,2022-11-30 00:23:43.000,2024-09-18 05:28:01.593
43,43,99,2019-02-19 20:18:39.000,,2008-01-29 20:18:39.933,2024-09-18 05:28:01.000,2013-04-08 20:18:39.000,2024-09-18 05:28:01.531
139,139,66,,,2013-10-16 08:38:30.688,2024-09-18 05:28:01.000,2020-03-31 08:38:30.000,2024-09-18 05:28:01.528
254,254,26,2023-05-11 08:23:08.000,,2004-12-17 08:23:08.632,2024-09-18 05:28:01.000,2012-07-14 08:23:08.000,2024-09-18 05:28:01.530
97,98,77,2022-04-22 17:35:17.000,,2012-01-16 17:35:17.255,2024-09-18 05:28:01.000,2019-10-02 17:35:17.000,2024-09-18 05:28:01.530
851,851,88,2023-09-05 16:02:47.000,2023-12-15 16:02:47.000,2011-05-22 16:02:47.364,2024-09-18 05:28:01.000,2021-12-06 16:02:47.000,2024-09-18 05:28:01.591
913,913,6,2017-02-26 22:25:18.000,2019-04-13 22:25:18.000,2009-03-27 22:25:18.373,2024-09-18 05:28:01.000,2015-10-27 22:25:18.000,2024-09-18 05:28:01.593
999,999,27,2019-08-17 18:06:44.000,2023-01-27 18:06:44.000,2005-04-10 18:06:44.743,2024-09-18 05:28:01.000,2009-12-19 18:06:44.000,2024-09-18 05:28:01.597
829,829,98,2024-05-03 13:39:51.000,,2021-03-12 13:39:51.644,2024-09-18 05:28:01.000,2024-04-26 13:39:51.000,2024-09-18 05:28:01.590
397,398,93,2022-07-13 04:44:41.000,,2000-01-02 04:44:41.664,2024-09-18 05:28:01.000,2006-06-30 04:44:41.000,2024-09-18 05:28:01.536
672,672,30,2023-10-04 21:17:15.000,,2015-03-28 21:17:15.195,2024-09-18 05:28:01.000,2022-09-20 21:17:15.000,2024-09-18 05:28:01.543
136,136,26,,,2002-10-22 14:28:50.871,2024-09-18 05:28:01.000,2018-07-10 14:28:50.000,2024-09-18 05:28:01.528
248,249,98,2022-01-29 02:54:16.000,,2015-05-26 02:54:16.246,2024-09-18 05:28:01.000,2017-08-02 02:54:16.000,2024-09-18 05:28:01.529
351,351,17,2022-07-16 11:08:43.000,,2003-10-31 11:08:43.003,2024-09-18 05:28:01.000,2010-07-29 11:08:43.000,2024-09-18 05:28:01.535
38,39,26,2022-08-08 10:18:28.000,,2016-07-27 10:18:28.431,2024-09-18 05:28:01.000,2021-12-04 10:18:28.000,2024-09-18 05:28:01.530
680,680,64,2023-07-01 01:49:23.000,,2016-01-13 01:49:23.354,2024-09-18 05:28:01.000,2022-11-15 01:49:23.000,2024-09-18 05:28:01.544
893,893,64,2015-10-09 13:40:10.000,2024-01-19 13:40:10.000,2010-09-29 13:40:10.549,2024-09-18 05:28:01.000,2013-09-20 13:40:10.000,2024-09-18 05:28:01.592
462,462,92,2023-07-21 17:41:48.000,,2013-09-20 17:41:48.627,2024-09-18 05:28:01.000,2019-10-11 17:41:48.000,2024-09-18 05:28:01.537
327,328,71,2020-06-22 08:33:38.000,,2005-12-04 08:33:38.179,2024-09-18 05:28:01.000,2014-04-23 08:33:38.000,2024-09-18 05:28:01.534
861,861,99,2022-10-14 09:44:56.000,2022-11-10 09:44:56.000,2018-11-11 09:44:56.213,2024-09-18 05:28:01.000,2021-03-07 09:44:56.000,2024-09-18 05:28:01.592
659,659,6,2012-06-27 21:57:00.000,,2007-03-30 21:57:00.490,2024-09-18 05:28:01.000,2007-04-10 21:57:00.000,2024-09-18 05:28:01.543
793,793,15,2018-08-31 13:12:10.000,,2004-02-07 13:12:10.970,2024-09-18 05:28:01.000,2018-07-30 13:12:10.000,2024-09-18 05:28:01.589
353,353,4,2021-04-07 09:26:21.000,,2002-10-04 09:26:21.988,2024-09-18 05:28:01.000,2013-03-03 09:26:21.000,2024-09-18 05:28:01.535
885,885,99,2022-02-02 03:24:54.000,2023-05-23 03:24:54.000,2008-10-20 03:24:54.474,2024-09-18 05:28:01.000,2017-11-17 03:24:54.000,2024-09-18 05:28:01.592
699,699,34,2013-03-05 06:13:59.000,2013-11-04 06:13:59.000,2011-08-12 06:13:59.965,2024-09-18 05:28:01.000,2013-02-21 06:13:59.000,2024-09-18 05:28:01.542
539,539,37,2022-01-09 16:22:59.000,2022-09-23 16:22:59.000,2005-08-08 16:22:59.442,2024-09-18 05:28:01.000,2015-06-07 16:22:59.000,2024-09-18 05:28:01.539
583,583,79,2024-02-13 02:46:28.000,,2007-03-21 02:46:28.269,2024-09-18 05:28:01.000,2023-01-14 02:46:28.000,2024-09-18 05:28:01.539
524,524,44,2008-07-13 16:21:42.000,,2003-09-11 16:21:42.290,2024-09-18 05:28:01.000,2006-09-06 16:21:42.000,2024-09-18 05:28:01.537
174,174,30,2019-06-24 11:46:09.000,,2014-04-19 11:46:09.348,2024-09-18 05:28:01.000,2015-06-03 11:46:09.000,2024-09-18 05:28:01.532
907,908,34,2017-03-16 11:13:46.000,,2007-03-12 11:13:46.424,2024-09-18 05:28:01.000,2011-08-29 11:13:46.000,2024-09-18 05:28:01.593
17,18,44,,,2006-04-14 08:09:20.053,2024-09-18 05:28:01.000,2009-07-15 08:09:20.000,2024-09-18 05:28:01.528
884,884,32,,,2003-08-13 18:09:26.891,2024-09-18 05:28:01.000,2021-10-27 18:09:26.000,2024-09-18 05:28:01.591
76,76,54,2018-04-11 13:09:03.000,2021-12-30 13:09:03.000,2008-08-21 13:09:03.960,2024-09-18 05:28:01.000,2012-05-11 13:09:03.000,2024-09-18 05:28:01.528
543,543,81,,,2000-08-31 21:55:36.319,2024-09-18 05:28:01.000,2016-03-31 21:55:36.000,2024-09-18 05:28:01.539
18,19,26,2017-02-02 18:57:59.000,,2013-04-30 18:57:59.173,2024-09-18 05:28:01.000,2014-10-26 18:57:59.000,2024-09-18 05:28:01.528
243,243,68,2024-06-17 15:09:18.000,,2012-06-24 15:09:18.759,2024-09-18 05:28:01.000,2020-08-04 15:09:18.000,2024-09-18 05:28:01.529
341,341,3,2023-03-13 03:53:44.000,,2010-07-11 03:53:44.932,2024-09-18 05:28:01.000,2017-09-06 03:53:44.000,2024-09-18 05:28:01.535
66,66,32,2020-12-11 02:08:39.000,2023-01-11 02:08:39.000,2005-07-06 02:08:39.647,2024-09-18 05:28:01.000,2020-01-25 02:08:39.000,2024-09-18 05:28:01.526
505,505,70,2018-05-24 01:43:57.000,,2005-11-30 01:43:57.274,2024-09-18 05:28:01.000,2016-02-03 01:43:57.000,2024-09-18 05:28:01.535
443,443,82,2021-12-01 03:01:25.000,2023-12-27 03:01:25.000,2008-03-18 03:01:25.269,2024-09-18 05:28:01.000,2013-07-23 03:01:25.000,2024-09-18 05:28:01.535
968,969,55,,,2000-03-20 09:21:14.568,2024-09-18 05:28:01.000,2001-04-23 09:21:14.000,2024-09-18 05:28:01.594
816,816,94,2022-03-05 10:18:03.000,2023-01-12 10:18:03.000,2003-10-23 10:18:03.847,2024-09-18 05:28:01.000,2011-01-08 10:18:03.000,2024-09-18 05:28:01.591
62,62,18,2005-08-14 05:57:45.000,,2002-11-28 05:57:45.783,2024-09-18 05:28:01.000,2003-11-01 05:57:45.000,2024-09-18 05:28:01.533
571,571,37,2023-12-21 13:35:50.000,,2007-11-06 13:35:50.263,2024-09-18 05:28:01.000,2019-06-11 13:35:50.000,2024-09-18 05:28:01.538
368,369,83,,,2012-06-25 00:35:19.460,2024-09-18 05:28:01.000,2014-12-22 00:35:19.000,2024-09-18 05:28:01.536
51,51,17,2023-04-06 10:56:06.000,2023-09-24 10:56:06.000,2002-04-29 10:56:06.690,2024-09-18 05:28:01.000,2019-07-10 10:56:06.000,2024-09-18 05:28:01.532
869,869,97,2024-05-26 19:23:58.000,,2004-09-16 19:23:58.682,2024-09-18 05:28:01.000,2019-05-11 19:23:58.000,2024-09-18 05:28:01.592
824,824,3,2024-08-20 03:39:59.000,,2020-04-24 03:39:59.883,2024-09-18 05:28:01.000,2024-05-23 03:39:59.000,2024-09-18 05:28:01.590
227,228,24,2009-07-22 15:10:42.000,,2003-07-29 15:10:42.872,2024-09-18 05:28:01.000,2009-06-19 15:10:42.000,2024-09-18 05:28:01.528
819,819,90,2017-12-02 01:15:20.000,,2016-01-23 01:15:20.238,2024-09-18 05:28:01.000,2017-08-03 01:15:20.000,2024-09-18 05:28:01.591
215,215,90,2019-02-20 22:48:12.000,,2003-07-26 22:48:12.501,2024-09-18 05:28:01.000,2018-06-17 22:48:12.000,2024-09-18 05:28:01.527
390,390,11,2022-02-19 14:05:47.000,,2013-12-30 14:05:47.687,2024-09-18 05:28:01.000,2019-04-27 14:05:47.000,2024-09-18 05:28:01.535
258,259,23,,,2013-05-28 01:17:06.054,2024-09-18 05:28:01.000,2023-02-19 01:17:06.000,2024-09-18 05:28:01.530
481,481,76,2020-03-02 07:40:49.000,,2003-10-09 07:40:49.344,2024-09-18 05:28:01.000,2017-08-03 07:40:49.000,2024-09-18 05:28:01.539
601,601,30,2024-09-09 19:27:23.000,,2020-02-23 19:27:23.855,2024-09-18 05:28:01.000,2023-10-29 19:27:23.000,2024-09-18 05:28:01.540
465,465,73,2020-10-09 20:38:16.000,,2004-10-31 20:38:16.687,2024-09-18 05:28:01.000,2020-04-03 20:38:16.000,2024-09-18 05:28:01.537
480,480,1,2023-04-16 21:03:13.000,,2012-08-24 21:03:13.310,2024-09-18 05:28:01.000,2023-01-17 21:03:13.000,2024-09-18 05:28:01.539
994,994,42,2021-04-20 07:15:58.000,2024-07-26 07:15:58.000,2006-02-15 07:15:58.350,2024-09-18 05:28:01.000,2009-03-15 07:15:58.000,2024-09-18 05:28:01.597
63,63,67,2016-04-02 06:16:02.000,2017-03-16 06:16:02.000,2000-03-22 06:16:02.622,2024-09-18 05:28:01.000,2000-09-10 06:16:02.000,2024-09-18 05:28:01.533
841,841,54,2024-08-26 23:05:51.000,2024-08-27 23:05:51.000,2016-12-13 23:05:51.100,2024-09-18 05:28:01.000,2024-08-20 23:05:51.000,2024-09-18 05:28:01.591
304,304,11,2022-06-04 19:59:40.000,,2015-06-02 19:59:40.406,2024-09-18 05:28:01.000,2022-03-28 19:59:40.000,2024-09-18 05:28:01.532
983,983,39,,,2006-11-25 02:29:45.199,2024-09-18 05:28:01.000,2012-02-14 02:29:45.000,2024-09-18 05:28:01.596
424,424,59,2014-08-23 15:41:35.000,,2002-11-07 15:41:35.755,2024-09-18 05:28:01.000,2004-07-25 15:41:35.000,2024-09-18 05:28:01.539
611,611,67,2021-04-15 15:20:02.000,,2014-06-04 15:20:02.719,2024-09-18 05:28:01.000,2020-10-05 15:20:02.000,2024-09-18 05:28:01.541
801,801,81,,,2002-03-12 06:52:35.256,2024-09-18 05:28:01.000,2016-11-29 06:52:35.000,2024-09-18 05:28:01.590
126,126,71,,,2001-08-13 01:03:16.873,2024-09-18 05:28:01.000,2013-10-04 01:03:16.000,2024-09-18 05:28:01.532
692,692,40,2022-05-13 21:47:59.000,2024-05-04 21:47:59.000,2003-09-08 21:47:59.162,2024-09-18 05:28:01.000,2022-02-13 21:47:59.000,2024-09-18 05:28:01.544
244,244,4,2024-08-05 23:44:51.000,2024-08-21 23:44:51.000,2016-11-14 23:44:51.530,2024-09-18 05:28:01.000,2022-10-17 23:44:51.000,2024-09-18 05:28:01.529
403,403,82,2019-05-10 09:10:27.000,,2002-10-27 09:10:27.001,2024-09-18 05:28:01.000,2010-11-28 09:10:27.000,2024-09-18 05:28:01.537
903,903,31,2024-08-26 07:26:19.000,,2021-12-19 07:26:19.417,2024-09-18 05:28:01.000,2024-01-23 07:26:19.000,2024-09-18 05:28:01.593
249,249,30,2022-02-18 21:18:49.000,,2012-02-16 21:18:49.049,2024-09-18 05:28:01.000,2016-08-10 21:18:49.000,2024-09-18 05:28:01.529
25,25,90,2018-01-01 04:02:23.000,2021-08-15 04:02:23.000,2008-10-25 04:02:23.083,2024-09-18 05:28:01.000,2010-09-01 04:02:23.000,2024-09-18 05:28:01.529
864,864,92,2010-10-06 13:02:30.000,,2004-08-29 13:02:30.630,2024-09-18 05:28:01.000,2009-12-01 13:02:30.000,2024-09-18 05:28:01.592
106,106,69,,,2007-10-21 03:45:57.141,2024-09-18 05:28:01.000,2011-10-29 03:45:57.000,2024-09-18 05:28:01.531
224,224,91,2023-07-12 15:32:15.000,,2016-09-26 15:32:15.733,2024-09-18 05:28:01.000,2021-05-24 15:32:15.000,2024-09-18 05:28:01.528
905,905,38,2023-06-30 02:07:27.000,,2010-07-21 02:07:27.865,2024-09-18 05:28:01.000,2017-02-20 02:07:27.000,2024-09-18 05:28:01.593
624,624,40,2020-10-18 23:37:58.000,,2002-11-04 23:37:58.966,2024-09-18 05:28:01.000,2018-04-15 23:37:58.000,2024-09-18 05:28:01.541
981,981,90,,,2011-03-11 19:31:29.616,2024-09-18 05:28:01.000,2020-03-05 19:31:29.000,2024-09-18 05:28:01.596
784,784,97,,,2006-12-14 08:45:15.606,2024-09-18 05:28:01.000,2016-01-31 08:45:15.000,2024-09-18 05:28:01.589
879,879,32,2018-11-22 16:02:50.000,2022-08-07 16:02:50.000,2005-10-26 16:02:50.927,2024-09-18 05:28:01.000,2012-08-06 16:02:50.000,2024-09-18 05:28:01.593
211,211,6,,,2017-09-25 16:21:40.233,2024-09-18 05:28:01.000,2018-08-08 16:21:40.000,2024-09-18 05:28:01.527
773,773,66,2023-08-10 14:40:51.000,,2004-09-10 14:40:51.857,2024-09-18 05:28:01.000,2023-07-05 14:40:51.000,2024-09-18 05:28:01.589
675,675,26,2019-01-10 05:10:06.000,,2002-04-20 05:10:06.327,2024-09-18 05:28:01.000,2002-06-14 05:10:06.000,2024-09-18 05:28:01.544
738,739,29,,,2008-08-24 06:18:32.804,2024-09-18 05:28:01.000,2015-04-03 06:18:32.000,2024-09-18 05:28:01.544
925,925,62,2021-05-25 09:08:56.000,,2020-06-23 09:08:56.742,2024-09-18 05:28:01.000,2020-10-30 09:08:56.000,2024-09-18 05:28:01.594
82,82,23,2010-10-07 09:21:41.000,,2008-12-23 09:21:41.187,2024-09-18 05:28:01.000,2010-04-03 09:21:41.000,2024-09-18 05:28:01.529
478,479,89,2021-12-03 00:00:30.000,2022-11-20 00:00:30.000,2006-08-06 00:00:30.691,2024-09-18 05:28:01.000,2014-03-27 00:00:30.000,2024-09-18 05:28:01.539
338,339,38,,,2000-05-30 22:15:04.039,2024-09-18 05:28:01.000,2021-12-03 22:15:04.000,2024-09-18 05:28:01.535
474,474,2,2020-09-18 18:37:27.000,,2007-07-30 18:37:27.342,2024-09-18 05:28:01.000,2013-04-17 18:37:27.000,2024-09-18 05:28:01.538
982,982,5,2024-08-19 06:10:36.000,,2002-11-13 06:10:36.792,2024-09-18 05:28:01.000,2024-08-06 06:10:36.000,2024-09-18 05:28:01.596
204,204,41,,,2016-10-21 21:47:03.478,2024-09-18 05:28:01.000,2022-01-10 21:47:03.000,2024-09-18 05:28:01.527
523,523,77,,,2005-11-07 16:44:35.064,2024-09-18 05:28:01.000,2013-12-21 16:44:35.000,2024-09-18 05:28:01.537
911,911,13,2023-07-14 00:24:45.000,2024-03-13 00:24:45.000,2018-03-10 00:24:45.090,2024-09-18 05:28:01.000,2023-05-23 00:24:45.000,2024-09-18 05:28:01.593
876,876,9,,,2002-11-29 21:19:17.036,2024-09-18 05:28:01.000,2015-09-10 21:19:17.000,2024-09-18 05:28:01.593
871,871,14,,,2014-11-16 15:26:52.237,2024-09-18 05:28:01.000,2024-04-30 15:26:52.000,2024-09-18 05:28:01.592
670,670,40,2006-12-24 23:33:26.000,,2000-02-23 23:33:26.881,2024-09-18 05:28:01.000,2002-08-17 23:33:26.000,2024-09-18 05:28:01.543
418,419,18,2022-02-12 05:57:41.000,,2021-11-30 05:57:41.343,2024-09-18 05:28:01.000,2021-12-12 05:57:41.000,2024-09-18 05:28:01.538
487,488,58,2014-07-27 20:41:38.000,2020-04-29 20:41:38.000,2009-10-16 20:41:38.808,2024-09-18 05:28:01.000,2012-02-20 20:41:38.000,2024-09-18 05:28:01.540
35,35,6,,,2000-10-01 16:48:53.093,2024-09-18 05:28:01.000,2022-10-05 16:48:53.000,2024-09-18 05:28:01.530
945,945,73,2021-03-22 18:44:07.000,,2014-04-18 18:44:07.771,2024-09-18 05:28:01.000,2016-09-27 18:44:07.000,2024-09-18 05:28:01.595
787,788,12,2011-10-03 08:08:48.000,,2005-03-03 08:08:48.739,2024-09-18 05:28:01.000,2005-11-04 08:08:48.000,2024-09-18 05:28:01.589
554,554,37,,,2006-09-29 02:34:47.074,2024-09-18 05:28:01.000,2020-06-01 02:34:47.000,2024-09-18 05:28:01.540
772,772,18,2022-11-09 22:31:11.000,,2014-09-20 22:31:11.131,2024-09-18 05:28:01.000,2022-07-13 22:31:11.000,2024-09-18 05:28:01.589
790,790,41,2014-07-08 11:31:14.000,,2010-07-05 11:31:14.848,2024-09-18 05:28:01.000,2012-06-14 11:31:14.000,2024-09-18 05:28:01.589
309,309,26,,,2011-08-17 14:11:01.003,2024-09-18 05:28:01.000,2018-08-15 14:11:01.000,2024-09-18 05:28:01.533
485,485,62,2015-06-10 03:37:13.000,,2006-04-25 03:37:13.724,2024-09-18 05:28:01.000,2012-05-16 03:37:13.000,2024-09-18 05:28:01.540
958,959,1,2022-01-20 03:13:50.000,,2003-06-25 03:13:50.980,2024-09-18 05:28:01.000,2017-05-14 03:13:50.000,2024-09-18 05:28:01.593
88,89,33,2022-10-10 04:07:20.000,,2005-01-29 04:07:20.190,2024-09-18 05:28:01.000,2022-06-22 04:07:20.000,2024-09-18 05:28:01.530
387,388,47,,,2000-07-06 07:10:03.956,2024-09-18 05:28:01.000,2015-04-08 07:10:03.000,2024-09-18 05:28:01.535
123,123,94,2024-07-17 14:23:18.000,,2021-05-06 14:23:18.070,2024-09-18 05:28:01.000,2023-09-06 14:23:18.000,2024-09-18 05:28:01.532
960,960,27,,,2001-12-16 23:34:06.126,2024-09-18 05:28:01.000,2002-04-01 23:34:06.000,2024-09-18 05:28:01.594
846,846,32,2024-02-04 15:16:13.000,,2007-06-29 15:16:13.237,2024-09-18 05:28:01.000,2022-05-13 15:16:13.000,2024-09-18 05:28:01.591
637,638,61,2018-07-24 15:01:17.000,,2006-02-05 15:01:17.754,2024-09-18 05:28:01.000,2015-05-27 15:01:17.000,2024-09-18 05:28:01.542
16,16,83,,,2006-01-02 08:16:15.551,2024-09-18 05:28:01.000,2016-07-28 08:16:15.000,2024-09-18 05:28:01.528
65,65,46,2024-03-12 07:24:34.000,,2011-08-28 07:24:34.106,2024-09-18 05:28:01.000,2023-07-18 07:24:34.000,2024-09-18 05:28:01.526
545,545,62,,,2001-11-03 01:28:07.756,2024-09-18 05:28:01.000,2011-10-21 01:28:07.000,2024-09-18 05:28:01.539
979,979,78,,,2005-11-14 11:45:26.394,2024-09-18 05:28:01.000,2010-05-05 11:45:26.000,2024-09-18 05:28:01.596
259,259,43,,,2000-11-13 17:35:13.754,2024-09-18 05:28:01.000,2004-10-04 17:35:13.000,2024-09-18 05:28:01.530
590,590,62,2024-02-07 03:24:26.000,,2021-07-21 03:24:26.676,2024-09-18 05:28:01.000,2023-07-04 03:24:26.000,2024-09-18 05:28:01.539
303,303,3,2024-05-27 02:06:24.000,,2005-09-06 02:06:24.514,2024-09-18 05:28:01.000,2019-11-29 02:06:24.000,2024-09-18 05:28:01.532
414,414,37,,,2000-12-08 13:44:36.615,2024-09-18 05:28:01.000,2003-01-12 13:44:36.000,2024-09-18 05:28:01.538
438,439,7,2014-07-09 11:52:31.000,,2001-05-10 11:52:31.423,2024-09-18 05:28:01.000,2013-12-10 11:52:31.000,2024-09-18 05:28:01.540
889,889,39,,,2016-12-22 13:24:29.375,2024-09-18 05:28:01.000,2017-01-06 13:24:29.000,2024-09-18 05:28:01.592
658,659,93,2023-11-29 23:19:37.000,,2000-04-22 23:19:37.620,2024-09-18 05:28:01.000,2020-10-26 23:19:37.000,2024-09-18 05:28:01.543
167,168,78,2023-05-24 11:37:54.000,,2010-03-10 11:37:54.711,2024-09-18 05:28:01.000,2016-02-24 11:37:54.000,2024-09-18 05:28:01.531
704,704,98,,,2008-09-08 23:32:13.110,2024-09-18 05:28:01.000,2019-03-17 23:32:13.000,2024-09-18 05:28:01.542
200,200,82,2009-12-25 06:49:18.000,,2003-08-02 06:49:18.135,2024-09-18 05:28:01.000,2007-10-19 06:49:18.000,2024-09-18 05:28:01.527
961,961,6,2006-09-27 08:55:41.000,,2000-10-07 08:55:41.276,2024-09-18 05:28:01.000,2002-02-16 08:55:41.000,2024-09-18 05:28:01.594
73,73,27,2017-02-26 18:47:49.000,,2008-08-04 18:47:49.835,2024-09-18 05:28:01.000,2013-06-04 18:47:49.000,2024-09-18 05:28:01.528
283,283,65,,,2001-05-07 23:04:57.635,2024-09-18 05:28:01.000,2012-06-15 23:04:57.000,2024-09-18 05:28:01.532
359,359,88,2019-06-25 10:09:19.000,,2000-03-29 10:09:19.818,2024-09-18 05:28:01.000,2009-01-19 10:09:19.000,2024-09-18 05:28:01.536
